	Input.Article	Article.wd	Input.Fact	fact.wd	goodTrivia	knew	surprising	transe, ap/ap	transe, c/c	transe, ap/c	random-2	random-1	frequency	profile-transe, ap/ap	profile-transe, c/c	profile-transe, ap/c	complex, ap/ap	complex, c/c	complex, ap/c	profile-complex, ap/ap	profile-complex, c/c	profile-complex, ap/c	text1024, ap/ap	text1024, c/c	text1024, ap/c	H, ap/ap	H, c/c	H, ap/c	A, ap/ap	A, c/c	A, ap/c	S, ap/ap	S, c/c	S, ap/c	LP-transe-avg-lhs-cos	LP-transe-avg-rhs-cos	LP-transe-max-lhs-cos	LP-transe-max-rhs-cos	LP-transe-centroid-rhs-cos	LP-complex-avg-lhs-cos	LP-complex-avg-rhs-cos	LP-complex-max-lhs-cos	LP-complex-max-rhs-cos	LP-complex-centroid-rhs-cos	LP-profile-transe-avg-lhs-cos	LP-profile-transe-avg-rhs-cos	LP-profile-transe-max-lhs-cos	LP-profile-transe-max-rhs-cos	LP-profile-transe-centroid-rhs-cos	LP-profile-complex-avg-lhs-cos	LP-profile-complex-avg-rhs-cos	LP-profile-complex-max-lhs-cos	LP-profile-complex-max-rhs-cos	LP-profile-complex-centroid-rhs-cos
30	Bill Gates	Q5284	Bill Gates is in the group of Bill & Melinda Gates Foundation people	P108=Q655286	-1.6	2.0	-1.8	1.5813426445382257	2.404410507868546	2.9560448877538024	0.27972301024464175	0.7210850199710627	0.04	1.3241016487712616	1.7922847087152283	2.4454470240635646	1.760086670776451	2.764022655673303	3.353138390334041	1.3701036639278954	1.9138400929902653	2.5910591950047692	1.3581354620725596	1.8974117639521615	2.6335450155286653	0.9868206164156581	1.1627844079485317	1.7474755085328981	1.0318893446663882	1.6182194653403408	1.9624101632290647	0.9738176046340358	1.0293753275626865	1.4665490752853887	0.8482992351055145	0.9641491062939167	0.8482992351055145	0.9641491062939167	0.9641491062939167	0.9719670414924622	0.9698188733309507	0.9719670414924622	0.9698188733309507	0.9698188733309507										
31	Boris Johnson	Q180589	Boris Johnson is in the group of British Secretaries of State for Foreign and Commonwealth Affairs	P39=Q1371091	-1.0	-0.4	-0.6	1.2667853102034081	1.6460675516277412	2.324196462012891	0.19910223171175123	0.4864304537880173	0.016129032258064516	1.4144993612870165	1.9735711748971736	2.6309818023499805	1.2917584439037255	1.7034240998642933	2.385602612514922	1.4988104518890915	2.153646067309745	2.811669468374099	0.9314683701647924	0.8893138436797248	1.8328924713670844	1.1153871717937338	1.3020106614778852	2.045807454635739	1.060946597249557	1.2343813833631805	1.5955153681678118	1.4645139144653987	2.329250673784749	2.3395646325954895	0.9344115927815437	0.9103803560137749	0.9344115927815437	0.9103803560137749	0.9103803560137749	0.9538097269833088	0.9586676135659218	0.9538097269833088	0.9586676135659218	0.9586676135659218										
32	Boris Johnson	Q180589	Johnson has dual citizenship in both the United Kingdom and the United States, since he was born in New York City to English parents.	P27=Q145,P27=Q30,P19=Q60	1.2	-2.0	1.0	1.2372199819560958	1.6287836527958641	2.246720213563752	0.07596938736982495	0.16040373661131502	0.025	1.2112507272097965	1.5038536042414274	2.3286459075131836	1.2844795473952904	1.702331277174969	2.3714434930611348	1.2708245873299417	1.6386549256451655	2.458364874116038	1.1305430383170798	1.3586285287807585	2.0935380644306236	0.9674169958621348	0.9817633453156325	1.5921605923752054	0.992821232054686	1.0759396880220693	1.4454180989017964	1.330018582098308	2.029114476343824	2.0874013519702754	0.9556154614935318	0.9594107922166586	0.9822149034589529	0.9788982588797808	0.9559410847723484	0.9641568350295225	0.9775971298416456	0.9669702276587486	0.9827265311032534	0.972983255982399	0.9567658516267935	0.8938087709248066	0.9741464965045452	0.9412462152540684	0.8824185580015182	0.8782681611677011	0.902956080933412	0.9458912573754787	0.9351938217878342	0.8869797512888908
33	Bradley Cooper	Q205707	Bradley Cooper is in the group of 20th-century American male actors	P27=Q30,P21=Q6581097,P106=Q33999	-1.4	2.0	-1.8	1.067445464035474	1.1415966070062307	1.8903187031473692	0.6239022551902774	0.020196921548269908	5.242463958060288e-05	1.1425444252548334	1.2819354055907626	2.158302378070925	1.1735747976605333	1.3467004895102546	2.105502897707828	1.0170948737581034	1.0364035092356887	1.940436274525645	1.0861164163821215	1.1761133467793397	2.0478762959546764	0.8527930695796203	0.6213295917352981	1.4014217573423156	1.013170606495251	1.044050264169784	1.4252908701432383	0.8999608978977607	0.6397600222115118	1.2432590564081987	0.9647637493908405	0.9369130445023378	0.9726362079381943	0.9707844145596027	0.9105726853013039	0.9402809515595436	0.9596961215138435	0.9643321856856346	0.9623495563864708	0.950615007430315	0.9469965460399786	0.8586547126372656	0.9503289461135864	0.9152156338095665	0.8125378340482712	0.9214637850721678	0.9104947422941526	0.9344881474971771	0.9446981772780418	0.8969651907682419
34	Bradley Cooper	Q205707	Bradley Cooper is in the group of Male actors of Italian descent	P21=Q6581097,P106=Q33999,P172=Q50001	-1.0	-2.0	-0.6	1.0242479803416213	1.2742424749049066	1.9301692343344976	0.3845380516918053	0.5131444058909214	0.07692307692307693	1.1938734032891323	1.653817907005663	2.3705302548606806	1.155010877229921	1.513453605062281	2.2443505850054684	1.033240421357673	1.2451247422721397	2.0220949417541143	0.9051306478672062	0.9589816930795166	1.8398895343278032	1.016448417458329	1.2819568029904382	1.8622629145852492	1.0403017583421517	1.3755523934951774	1.659224888581065	0.8760746571381641	0.7230810748690248	1.2721833718695976	0.9552501502136389	0.9586259456118569	0.9726362079381943	0.9985067901434377	0.9477109126746655	0.9622280327603221	0.982090396185716	1.0136209512129426	1.0295323804020882	0.9966874674428254	0.9498443193733692	0.904595285654068	0.9503289461135864	0.9152156338095665	0.886766716837883	0.9260753244161606	0.9251025579869747	0.9344881474971771	0.9446981772780418	0.9273244738578796
35	Britney Spears	Q11975	Britney Spears is in the group of American child singers	P27=Q30,P106=Q15966504	-1.8	1.2	-1.8	0.9497969598076046	1.641887824656581	2.345009104855733	0.9790462243668248	0.11759339958861281	0.25	0.8897470276292293	1.4094625101215423	2.228891448389425	0.8139861291688675	1.1265287306172136	1.9832593268762946	0.8160967704369066	1.167933460253633	2.057324031528426	0.6444037651190905	0.6967579577266925	1.6013913277232632	0.7889858939585368	1.1471684636099464	1.9025117321752887	0.8038113472297836	0.9994115726221525	1.7234793397374812	0.902430496231545	1.4746191872307663	2.0434359530528936	0.9001450799405575	0.9139497261494398	0.9227753505110741	0.9590160511434078	0.9074753597378731	0.9667772874236107	0.9644362279213965	0.9678616672754288	0.9846395300701261	0.9545453041791916	0.93404570966959	0.8195607662200928	0.93404570966959	0.8195607662200928	0.8195607662200928	0.9297395795583725	0.9051142334938049	0.9297395795583725	0.9051142334938049	0.9051142334938049
36	Brock Lesnar	Q220556	Brock Lesnar is in the group of American male professional wrestlers	P27=Q30,P21=Q6581097,P106=Q13474373	-1.6	1.2	-1.6	1.1041179780630705	1.2312381847538931	2.007147386429834	0.04988132488166275	0.35959998200020804	0.0006150061500615006	1.517303001266147	2.0937174452872145	2.8704380253913824	1.2712698110577927	1.5780443640392896	2.3533006022935234	1.448363965144925	1.9276849875639421	2.751131558475856	1.3022139902960248	1.5991138601899082	2.5153300490498434	0.9503299930241753	0.876811767012271	1.5946994486981452	0.957964390185359	0.8391271465878193	1.3675426521483873	1.228795954326269	1.7868136709186244	1.7248005761620397	0.9445334523916245	0.9345481259127458	0.9733287543058395	0.9519217573106289	0.9170590043067932	0.9391124534110228	0.950575644771258	0.95210887119174	0.9587801806628704	0.9477910846471786	0.9593181014060974	0.8804662115871906	0.9680167473852634	0.925548292696476	0.8452897220849991	0.9331915061920881	0.9086970090866089	0.9452881850302219	0.90903539955616	0.8861380070447922
37	Brock Lesnar	Q220556	Brock Lesnar is in the group of American mixed martial artists	P27=Q30,P106=Q11607585	-1.8	1.2	-1.6	1.1178568492960765	1.250296812387452	2.03742286023036	0.9018550925021942	0.4815272320706947	0.000877963125548727	2.141576345629678	3.3511503562335485	4.120897200943145	1.2429207980032215	1.53433213222946	2.3319845627360754	1.617516143416652	2.2822839572092692	3.0937825287776723	1.9387794795161426	2.915639798444279	3.724974627499949	1.0157180452873182	1.0397751506182986	1.7133285815564052	0.9999878363714133	0.9870794991002966	1.5298485262241026	1.1471473776291619	1.603070926785157	1.5330432675739571	0.943749587982893	0.9227431416511536	0.9631304889917374	0.9316796511411667	0.9129357561469078	0.9423131048679352	0.941582465544343	0.9472536742687225	0.9566001705825329	0.9266952499747276	0.9680167473852634	0.8353841304779053	0.9680167473852634	0.8353841304779053	0.8353841304779053	0.9452881850302219	0.9083586186170578	0.9452881850302219	0.9083586186170578	0.9083586186170578
38	Bruce Lee	Q16397	Bruce Lee is in the group of American martial artists	P27=Q30,P106=Q11124885	-0.8	2.0	-1.6	1.415495483410637	1.9846138181900543	2.5810975708113757	0.09737424164376463	0.6768070657268164	0.014285714285714285	1.3439406010474837	1.7700120858337594	2.5662042955880917	1.4236874227468677	1.9669762704452993	2.6427186371930738	1.2348005378046285	1.5306505200002962	2.361709309952806	1.3733929636492197	1.8314120232353086	2.646946626308641	1.0075177762580234	1.062846325675356	1.698508480125228	1.0140044968018307	1.0745641149923497	1.470191516255155	1.187907845661619	1.7046010130275313	1.6844904721595026	0.9197466317564249	0.9579148609191179	0.9476278461515903	0.9697350785136223	0.953290056437254	0.9275005236268044	0.9230782091617584	0.944084994494915	0.9527356401085854	0.9226481914520264	0.9412468522787094	0.781718373298645	0.9412468522787094	0.781718373298645	0.781718373298645	0.9092839136719704	0.9022548869252205	0.9092839136719704	0.9022548869252205	0.9022548869252205
39	Cara Delevingne	Q1395624	Cara Delevingne is in the group of English female models	P27=Q145,P21=Q6581072,P106=Q865851|P106=Q4610556	-1.4	0.4	-1.2	1.1282513590714656	1.291797453984444	2.0420892460967908	0.4070278396383774	0.484124930004008	0.0013568521031207597	1.0007264884141867	1.0077364485191662	1.920650475632006	1.1421435216589604	1.281253211689649	2.099402550545117	1.211194215718635	1.4452317952834919	2.3170187424063617	0.8708582680475507	0.7160516766821854	1.630814974739631	0.8697546166899995	0.6687644569752428	1.4245731241627655	0.9900793898471473	0.9681326649936294	1.4345699353495915	0.9342040049724216	0.8042720373074219	1.346287330550308	0.9658492107409984	0.9177740355953574	0.987742762081325	0.9568036384880543	0.9038048982620239	0.9819830146152526	0.9964605939458124	1.0027045346796513	1.0651526898145676	0.9772736020386219	0.9592345568041006	0.8862689509987831	0.9831725098192692	1.0317799896001816	0.8408431857824326	0.9548865457375845	0.9838406330284973	0.9745269007980824	1.0545066073536873	0.9771855808794498
40	Ciara	Q203223	Ciara is in the group of African-American female dancers	P172=Q49085,P21=Q6581072,P106=Q5716684	-1.4	1.2	-1.4	1.0040196384553137	1.0270431524155057	1.8213773163591296	0.16662819608553958	0.7778923817982023	0.008695652173913044	0.9426842578321115	0.90112924242001	1.7950455681192306	1.0252502514503787	1.0540974658346842	1.8852923608542365	1.0044752028035944	1.0234377840976083	1.9253148384148029	0.8908276760189804	0.782981486009084	1.692013377424081	0.9382192375193236	0.8567489167412369	1.5996612966454544	0.9547842139538766	0.8879551582019694	1.3743591490560225	0.8618204479200743	0.6051168524639848	1.2808581572024664	0.9219608213752508	0.9246084988117218	0.9455425329506397	0.9258534610271454	0.9164754077792168	0.9499410378436247	0.9626045736173788	0.9679641425609589	0.968334324657917	0.9535015672445297	0.9338414271672567	0.863518700003624	0.9712727703154087	0.9008196592330933	0.8442173004150391	0.8669211976230145	0.919901505112648	0.9439272247254848	0.9247421324253082	0.8944673538208008
41	Clint Eastwood	Q43203	Clint Eastwood is in the group of American jazz composers	P27=Q30,P136=Q8341,P106=Q36834	1.4	-2.0	1.6	1.33024440592408	1.7642163325796225	2.3852433083738434	0.29919596455004127	0.47206943234702725	0.0009107468123861566	1.8817590822958383	2.8892270211007345	3.562899679131666	1.776517677751641	2.705855489425849	3.2569337031439836	1.281388012332965	1.5898917763738858	2.4360141830895836	1.5695873273700232	2.2046085136419817	2.9868577215248417	1.2220144903193562	1.5402136661876147	2.111077267909142	0.9969407338732024	0.9652757517942866	1.4204250586851446	1.0081126257297022	1.044731727267674	1.5195721935945237	0.9395576640963554	0.9659828885147969	0.958859421312809	0.9698162283748388	0.9580323211848736	0.9135641927520434	0.9237805542846521	0.9470794796943665	0.9467234797775745	0.8970524072647095	0.9536893883099159	0.8127464552720388	0.9723299648612738	0.8331373184919357	0.7812801003456116	0.8927217324574789	0.9277988982697328	0.9281327575445175	0.9478217475116253	0.9204664081335068
42	Conor McGregor	Q5162259	Conor McGregor is in the group of Irish kickboxers	P27=Q27,P106=Q11296761	-1.0	1.2	-1.4	inf	inf	inf	0.09928140215232473	0.8087426435822818	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0.9393126294016838	0.9236578643321991	0.9531387314200401	0.9251945167779922	0.9130392670631409	0.9520617984235287	0.9480396378785372	0.9629132710397243	0.955933652818203	0.939877200871706	0.9496621452271938	0.8737420737743378	0.9496621452271938	0.8737420737743378	0.8737420737743378	0.9205281734466553	0.9014101848006248	0.9205281734466553	0.9014101848006248	0.9014101848006248
43	Conor McGregor	Q5162259	Conor McGregor is in the group of Male boxers	P21=Q6581097,P106=Q11338576	-1.2	0.4	-0.8	1.0907372523858936	1.1980179364006198	1.9076716209648488	0.4362276471185247	0.9703307262121602	7.044237813468582e-05	1.11012053051673	1.2534253323603115	1.9826885230755895	1.372814783334139	1.7908485983746647	2.552357661856605	1.1060275517903837	1.2320621974960602	2.000063006968974	1.416959078327756	1.8835739549610115	2.7179804537635017	1.1508414395646724	1.391101363268865	1.8851945748256353	0.9938553439275677	0.9743296811519857	1.4019062374317006	0.9199376597780683	0.6849398950993638	1.2423256560979723	0.9666066681966186	0.9500857423990965	0.9736174289137125	0.9658221490681171	0.9357283860445023	0.9508373700082302	0.9556286614388227	0.9690826460719109	0.9640699625015259	0.9589210785925388	0.9242732767015696	0.93660743907094	0.961401853710413	0.9398228302598	0.931113176047802	0.9197508804500103	0.9289756044745445	0.9259666055440903	0.9471996799111366	0.934802420437336
44	Cristiano Ronaldo	Q11571	Cristiano Ronaldo is in the group of Portuguese male models	P27=Q45,P21=Q6581097,P106=Q4610556	-0.6	0.4	-1.0	2.573118264806823	4.453999911637787	5.024112296876737	0.6640319812929351	0.31710371104644497	0.025	2.530148542844629	4.307066831315478	5.036740287045546	2.1143845738167526	3.422605512159938	4.137917372591568	1.9198666976498466	3.024130340195909	3.7955374229690144	1.9113472172078492	3.0070461603091974	3.757941874548477	1.4143175457051875	2.0695291317685958	2.530189559166584	0.9441954935997356	0.9049818872803361	1.47663497561025	0.9785483064257192	1.0299590391849467	1.4306875778087726	0.9412031111617883	0.9685699898109306	0.9744626618921757	0.999528734566411	0.9551425464451313	0.9557894300669432	0.9873207649216056	0.9795204903930426	1.0097548114135861	0.9724978674203157	0.955560759951671	0.8862675627072653	0.9671059250831604	0.9312632083892822	0.8418528288602829	0.909427081545194	0.9150475909312566	0.9147950559854507	0.9539160877466202	0.9026892185211182
45	Dan Aykroyd	Q105221	Dan Aykroyd is in the group of 20th-century American male actors	P27=Q30,P21=Q6581097,P106=Q33999	-1.4	2.0	-1.8	1.267985082403464	1.6199890435961388	2.2555929531145016	0.10583351042988687	0.6387685613090627	5.242463958060288e-05	1.8443457480136793	2.805830773718316	3.531634447163303	1.2679689355454271	1.5792703142286364	2.289274008693712	1.9125775487839274	2.911644014439716	3.633890921003483	0.9457863390105609	0.8901761423484696	1.7941112491178004	0.8457907023608309	0.5999615474414832	1.3874383649947515	0.9925918277845535	0.9693863159749853	1.3977456426158539	0.9334788454548992	0.7717596507494225	1.2923561066653486	0.9852332052153846	0.9590065982192755	0.9992275261320174	0.991774370893836	0.9426849335432053	0.9840745485077301	1.0061185179899137	1.0406046360731125	1.0585284009575844	1.0133270164951682	0.9573994676272074	0.8982278381784757	0.9785608164966106	0.9152040407061577	0.8683615028858185	0.9540046605591973	0.9836338063081106	1.0154406214132905	1.0709939152002335	0.9718877375125885
46	Dan Aykroyd	Q105221	Dan Aykroyd is in the group of American male screenwriters	P27=Q30,P21=Q6581097,P106=Q28389	-1.4	-0.4	-1.8	1.2454927628355683	1.5594527734234456	2.2022188149028397	0.16862219915663168	0.8731832462806698	0.00010475591870940707	1.673216859389547	2.4393043087943225	3.1581580691942093	1.2109137826116017	1.4555778924693772	2.174274953658905	1.8088079539865158	2.706806136488828	3.4350334784320813	0.9547655419960334	0.9092394498686256	1.8176451339231927	0.8237032068863429	0.5573573817762566	1.3680208409986436	0.9909005133456976	0.96218055649997	1.4014731004155678	0.9380013619291859	0.783990893966878	1.3100847155233788	0.9808866023086011	0.9536540986349186	0.9992275261320174	0.991774370893836	0.9403377957642078	0.9834789633750916	1.0042357202619314	1.0406046360731125	1.0585284009575844	1.0053768353536725	0.9626453965902328	0.8935316478212675	0.9785608164966106	0.9152040407061577	0.8610220551490784	0.9559598021830121	0.9777348364392916	1.0154406214132905	1.0709939152002335	0.9564659669995308
47	Drake (musician)	Q33240	Drake (musician) is in the group of 21st-century Canadian male actors	P27=Q16,P21=Q6581097,P106=Q33999	-0.8	2.0	-0.8	1.3975597495044332	1.913147744952801	2.4764360085600186	0.8870713332697294	0.9382255594633832	0.00036114120621162876	1.8030649091389621	2.747739440555459	3.506893239191922	1.4258916943324547	1.9217362023770372	2.6145369969364194	1.509220487167846	2.0637716413783007	2.890667788830162	1.393974091951818	1.8082975534755588	2.6482519191321794	1.3394452374444596	1.8557828859866186	2.226279342911096	1.00511393856707	1.0105919829073844	1.4226428083881155	0.9331623886873969	0.7868179929143558	1.3110309193266654	0.9552716774245104	0.9511363931621114	0.957994244992733	0.9881964819505811	0.9291728213429451	0.9558884191016356	0.9796055325617393	0.9791257418692112	0.981759037822485	0.9723032619804144	0.9506263273457686	0.9117203789452711	0.9596957489848137	0.9388718344271183	0.8765619620680809	0.9233285958568255	0.9298585976163546	0.9284818395972252	0.9551021084189415	0.9162955954670906
48	Drake (musician)	Q33240	Drake (musician) is in the group of Canadian pop singers	P27=Q16,P136=Q37073,P106=Q177220	-1.0	-0.4	-1.0	1.221196757906982	1.5097120427370634	2.173365746175444	0.3832218604924479	0.5800618494442258	0.004694835680751174	1.6416656560426994	2.351718218141623	3.1398706863677845	1.3016022144145645	1.6364060281068893	2.3946649246505864	1.32425503801671	1.6905570964009167	2.537793563592764	1.303111474806299	1.640237584779403	2.483418147214179	1.0603164803519558	1.1512305678862997	1.7951743143649208	0.9723165016488048	0.9336288862344668	1.4067287116468343	0.9279356814411346	0.8234740195134901	1.367552815910997	0.9523656864960989	0.9108036284645399	0.9596614837646484	0.9634058251976967	0.8895914182066917	0.957669467975696	0.974440603206555	0.9756228253245354	0.9812562800943851	0.9651677273213863	0.9263021623094877	0.8981082836786906	0.9596957489848137	0.9366202875971794	0.869263082742691	0.8965025370319685	0.935259934514761	0.9284818395972252	0.9577984027564526	0.9259389787912369
49	Eminem	Q5608	Eminem is in the group of American film producers	P27=Q30,P106=Q3282637	0.2	-0.4	0.2	1.3149855975000027	1.7360611888430266	2.31434906933095	0.9340268122654257	0.7553013328966497	0.00011570056693277797	1.624763547458593	2.346736550974187	3.068850918318995	1.2987359501415925	1.6625035517209061	2.3223848051120988	1.1073139861172683	1.2318974080690184	2.1038229651271565	1.2497155978933328	1.5119031618748784	2.3635865885355507	1.271311352662216	1.6653972386277631	2.1313856525455064	0.9937155605162066	0.9797597834107278	1.4078778336003144	0.9205739765419011	0.7255555603382684	1.2864196209492496	0.9730006698518991	0.9050091486424208	0.9832892268896103	0.9493949674069881	0.8837761357426643	0.9156745411455631	0.9171829931437969	0.9304173141717911	0.9320291951298714	0.9068073406815529	0.9372436050325632	0.8001363500952721	0.9524246715009212	0.8003620207309723	0.7674556970596313	0.9355246741324663	0.9078594893217087	0.9483023174107075	0.935973510146141	0.9049583747982979
50	Franklin D. Roosevelt	Q8007	Franklin D. Roosevelt is in the group of Presidents of the United States	P39=Q11696	-1.6	2.0	-1.8	1.0227242825141232	1.1080120450207138	1.9037320605438401	0.20683522206878857	0.6429178875484083	0.024390243902439025	0.9293825927865751	0.892335251187063	1.7762927714820114	1.0471305405232345	1.172458504035578	1.9477335541740814	1.1271962485870408	1.329426013198634	2.173422447342974	1.099480130323182	1.2659624985760207	2.1639562319016235	0.8908577390608067	0.791427762228329	1.6572779633033918	1.0491194916697562	1.2363267700889897	1.591142734419282	0.8741950883730133	0.7434907586716165	1.4578249398022527	0.9052470177412033	0.9399333670735359	0.9052470177412033	0.9399333670735359	0.9399333670735359	0.9418758153915405	0.944340918213129	0.9418758153915405	0.944340918213129	0.944340918213129										
51	Gaurav Tiwari	Q5527758	Gaurav Tiwari is in the group of Indian male actors	P27=Q668,P21=Q6581097,P106=Q33999	-1.1	-2.0	-1.0	0.8675634227218254	0.7418059662275256	1.5887949604259786	0.04487918609603003	0.9530280735343063	0.00030003000300030005	1.1539295838305765	1.3644077025989818	2.2703325355390107	0.8871968179985698	0.7770713303644602	1.6568668152859005	1.0744139830511514	1.155414615019715	2.0739867531538216	1.6645677705146835	2.4008496140638256	3.232794765833021	1.184335639410019	1.4681566516679112	2.032852037682275	1.0560834600510502	1.1686161467428273	1.4998421436584517	0.9700827975345929	0.8861261391793694	1.3603047988975396	0.9636498087396225	0.8908460239569346	0.9694480355829	0.9144804328680038	0.8654932826757431	0.9374563557406267	0.924650446822246	0.9506807923316956	0.9428616128861904	0.9118973836302757	0.9474061504006386	0.8800112803777059	0.9599547050893307	0.9140701219439507	0.8424306511878967	0.9230704829096794	0.8971396287282308	0.9292629957199097	0.9408500343561172	0.8785526379942894
52	George H. W. Bush	Q5527758	George H. W. Bush is in the group of Presidents of the United States	P39=Q11696	-1.2	1.2	-1.2	2.2136950585925823	3.817786386574654	4.120643586314747	0.1956763890141484	0.2203112832584534	0.024390243902439025	3.0362570039009795	5.545333828437306	5.803079819065926	1.73601688742105	2.7352525950288853	3.229108703632354	2.7472961987303837	4.8661435359582015	5.297245475493227	2.213513821192678	3.648437078906372	4.35655624477935	2.5287913599344822	4.542371765437499	4.704354029667779	1.0668684542345206	1.287128639617391	1.6180616250248285	1.3506162413668654	1.968864371624199	2.2523142339212643	1.0567553453147411	1.1693248897790909	1.0567553453147411	1.1693248897790909	1.1693248897790909	1.2439687550067902	1.2769317328929901	1.2439687550067902	1.2769317328929901	1.2769317328929901										
53	George W. Bush	Q207	George W. Bush is in the group of Presidents of the United States	P39=Q11696	-1.8	2.0	-1.8	1.138150717553986	1.3744756091594061	2.1185905603141664	0.007069519908597166	0.25505357629269265	0.024390243902439025	1.6555860759994396	2.4859229104778673	3.1642572199965917	1.0242418966749383	1.1099351083763764	1.9051591301575777	1.2844863484574496	1.6648633915630586	2.476704004775133	1.1628583973893176	1.4002056721430023	2.2886949990720464	0.9148539152084607	0.835464026227298	1.7019184622173704	1.0479108027218922	1.246095548759144	1.5893095813296316	0.9105930761454399	0.8341869121649887	1.5185229407850949	0.915792427957058	0.9363554939627647	0.915792427957058	0.9363554939627647	0.9363554939627647	0.906611293554306	0.9151776731014252	0.906611293554306	0.9151776731014252	0.9151776731014252										
54	Jason Statham	Q169963	Jason Statham is in the group of English male voice actors	P27=Q145,P21=Q6581097,P106=Q2405480	-1.4	0.4	-1.4	1.0969452301723956	1.241382745427449	1.9817942258114607	0.7795263116092456	0.06966182596496495	0.005405405405405406	0.783462783405371	0.5489625898111761	1.4830971724441577	1.1165428007619371	1.2694525585567367	2.0307188219239163	0.7313053408682417	0.416283189118418	1.3624896345687527	1.1422398612919902	1.309436779058331	2.1998848046667137	0.8405260185219782	0.6375987980745864	1.460845715705142	0.9517939981962695	0.8675033863618847	1.3733176230576967	0.9302477765133486	0.8017952611361969	1.3820424466398873	0.951472726960977	0.9466835906108221	0.9772918708622456	0.967330489307642	0.9284627735614777	0.949568380912145	0.962156475832065	0.963793758302927	0.9653104022145271	0.9537971876561642	0.9427685998380184	0.85835762321949	0.9472382292151451	0.9296527653932571	0.8023797869682312	0.9237735470136007	0.9040208123624325	0.9332564100623131	0.9387082196772099	0.8910481482744217
55	John Cena	Q44437	John Cena is in the group of American professional wrestlers of Italian descent	P27=Q30,P106=Q13474373,P172=Q50001	-1.4	0.4	-1.4	inf	inf	inf	0.24279707062978795	0.3333770862206099	1.0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0.9350877478718758	0.9624850079417229	0.9619884490966797	1.0050793290138245	0.961901105940342	1.017945257325967	1.0302993319928646	1.1336092203855515	1.1573328524827957	1.051293969154358	0.9422163739800453	0.7659810483455658	0.9422163739800453	0.7659810483455658	0.7659810483455658	0.9270059019327164	0.8798405081033707	0.9270059019327164	0.8798405081033707	0.8798405081033707
56	John F. Kennedy	Q9696	John F. Kennedy is in the group of Presidents of the United States	P39=Q11696	-2.0	2.0	-1.8	0.8982020216361661	0.8293037699316993	1.6719422963446144	0.22089185441002823	0.5594140511381008	0.024390243902439025	1.125823841743035	1.329800728741271	2.1517432837366437	1.1542307240835523	1.4093647203157575	2.1469471317614555	0.9959726618688909	1.039115646153938	1.920401476636593	0.9180869469068952	0.8767066446735307	1.8069448600246543	1.117093777472672	1.3238524719297133	2.0781487539195487	1.0531115590467186	1.2414332201283536	1.5971972868821824	1.1685998110411804	1.4981124885303403	1.9487800513208922	0.916396252810955	0.9187286794185638	0.916396252810955	0.9187286794185638	0.9187286794185638	0.9703534133732319	0.9767342433333397	0.9703534133732319	0.9767342433333397	0.9767342433333397										
57	Justin Timberlake	Q43432	Justin Timberlake is in the group of American rhythm and blues singers	P27=Q30,P136=Q45981,P106=Q177220	-1.4	2.0	-1.6	1.1266785925189478	1.284127054614963	2.0257853938536643	0.7160125083885813	0.9028988394338407	0.002105263157894737	1.477470687000315	2.0131142748672914	2.805838990940861	1.2540165231421183	1.543765290867359	2.2740816531743255	1.46157838539002	1.976930568377014	2.783845374673252	1.3997432495263091	1.8404369697963985	2.616433608042081	0.922806233320992	0.8102352435994186	1.5841797372220392	1.0172304038528746	1.078783294845431	1.4618019333718086	0.9294902783896279	0.8092078434066858	1.3851007405117004	0.9370318353176117	0.9299212346474329	0.9719124361872673	0.9355930760502815	0.9149754196405411	0.9502347409725189	0.9682702788462242	0.9518255963921547	0.9746655188500881	0.9586327262222767	0.9299410413950682	0.8790765535086393	0.9478578008711338	0.9381134323775768	0.8591038137674332	0.889269445091486	0.8437451794743538	0.909923680126667	0.8858475834131241	0.8308601230382919
58	Leonardo DiCaprio	Q38111	Leonardo DiCaprio is in the group of American film producers	P27=Q30,P106=Q3282637	0.2	0.4	-0.2	1.2137028383328392	1.485969365393266	2.1341334893619663	0.622709963842205	0.5812493259855647	0.00011570056693277797	1.5314622576899348	2.1033992137083035	2.8602118749967063	1.115987428526409	1.2490850389721992	1.9973479923393216	1.4620925945660772	1.9758830429127372	2.763275458492177	0.934801218866068	0.8731429617635181	1.7868223255009337	0.830363539529149	0.5822613610077126	1.3950227880636672	1.001234807554933	1.002188829735573	1.4204017208162203	0.9389235555989094	0.7783872984864566	1.3095322040610828	0.9249533489346504	0.9153405409306288	0.9254258275032043	0.9627881608903408	0.89530248939991	0.9459075443446636	0.9581906571984291	0.9574040845036507	0.9737849719822407	0.9483055286109447	0.9325281027704477	0.8397750034928322	0.9557816125452518	0.8551718145608902	0.814397394657135	0.9303438737988472	0.9140634462237358	0.9346221312880516	0.9440188705921173	0.9134024977684021
